work_year,experience_level,employment_type,job_title,salary_in_usd,company_size
2024,SE,FT,Data Architect,220000,M
2024,SE,FT,Data Engineer,220000,M
2024,SE,FT,Data Science,220000,M
2024,SE,FT,ML Engineer,220000,M
2024,EX,FT,Data Science,220000,M
2024,SE,FT,Machine Learning Engineer,220000,M
2024,SE,FT,Data Scientist,220000,M
2024,SE,FT,Machine Learning Engineer,220000,M
2024,SE,FT,Data Analyst,220000,M
2023,MI,FT,Data Scientist,220000,M
2023,MI,FT,Data Engineer,220000,M
2023,SE,FT,Data Product Manager,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,SE,FT,Data Scientist,220000,M
2023,SE,FT,Data Scientist,220000,M
2023,MI,FT,Research Scientist,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,MI,FT,Data Engineer,220000,M
2023,SE,FT,AI Engineer,220000,M
2023,MI,FT,Data Scientist,220000,M
2023,MI,FT,Machine Learning Engineer,220000,M
2023,MI,FT,Machine Learning Engineer,220000,M
2023,MI,FT,Machine Learning Engineer,220000,M
2023,MI,FT,Machine Learning Engineer,220000,M
2023,MI,FT,Research Engineer,220000,M
2023,EN,FT,ML Engineer,220000,M
2023,EX,FT,Data Scientist,220000,M
2023,SE,FT,Data Scientist,220000,M
2023,SE,FT,Data Scientist,220000,M
2023,EX,FT,Research Scientist,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,SE,FT,Data Science Engineer,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,EN,FT,Data Engineer,220000,M
2023,SE,FT,Applied Scientist,220000,M
2023,EN,FT,Data Engineer,220000,M
2023,SE,FT,Machine Learning Infrastructure Engineer,220000,M
2023,SE,FT,Data Engineer,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,SE,FT,Data Scientist,220000,M
2023,SE,FT,Research Scientist,220000,M
2023,SE,FT,Business Intelligence Engineer,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,SE,FT,Machine Learning Scientist,220000,M
2023,SE,FT,Applied Scientist,220000,M
2023,EX,FT,Data Engineer,220000,M
2023,SE,FT,Data Engineer,220000,M
2023,MI,FT,Research Scientist,220000,M
2023,SE,FT,Research Scientist,220000,M
2023,EX,FT,Data Scientist,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,SE,FT,Data Scientist,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,SE,FT,Research Scientist,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,EN,FT,Research Scientist,220000,L
2023,SE,FT,Data Engineer,220000,M
2023,EX,FT,Data Engineer,220000,M
2023,SE,FT,Data Engineer,220000,M
2023,MI,FT,Machine Learning Scientist,220000,M
2023,SE,FT,Machine Learning Scientist,220000,M
2023,EN,FT,Computer Vision Engineer,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,SE,FT,ML Engineer,220000,M
2023,SE,FT,Machine Learning Engineer,220000,M
2023,MI,FT,Data Science Manager,220000,M
2023,SE,FT,Data Engineer,220000,M
2023,SE,FT,Data Scientist,220000,M
2022,SE,FT,Data Scientist,220000,M
2022,SE,FT,Data Engineer,220000,M
2022,SE,FT,Data Engineer,220000,M
2022,SE,FT,Data Engineer,220000,M
2022,SE,FT,Data Scientist,220000,M
2022,SE,FT,Machine Learning Engineer,220000,M
2021,SE,FT,Principal Data Scientist,220000,L
2024,SE,FT,Data Engineer,219700,M
2024,EX,FT,Data Science,219650,M
2024,EX,FT,Data Engineer,219650,M
2024,EX,FT,Data Engineer,219650,M
2024,EX,FT,Data Engineer,219650,M
2024,EX,FT,Data Engineer,219650,M
2023,EX,FT,Data Engineer,219650,M
2024,SE,FT,Data Manager,219600,M
2024,SE,FT,Data Manager,219600,M
2023,SE,FT,Data Engineer,219535,M
2023,SE,FT,Machine Learning Engineer,219300,M
2024,SE,FT,Machine Learning Engineer,219100,M
2023,SE,FT,Applied Scientist,219100,M
2024,EN,FT,Research Analyst,219000,M
2023,SE,FT,AI Scientist,219000,M
2023,SE,FT,Data Scientist,219000,M
2023,SE,FT,Data Scientist,219000,M
2023,SE,FT,Data Scientist,219000,M
2023,MI,FT,Machine Learning Engineer,219000,L
2023,SE,FT,Machine Learning Engineer,218755,M
2024,SE,FT,Data Scientist,218750,M
2023,SE,FT,Machine Learning Engineer,218540,M
2023,SE,FT,Machine Learning Engineer,218540,M
2024,SE,FT,Data Scientist,218500,M
2024,SE,FT,Data Engineer,218500,M
2023,SE,FT,Data Scientist,218500,M
2024,MI,FT,Research Scientist,218213,M
2024,SE,FT,Applied Scientist,218213,M
2023,SE,FT,Applied Scientist,218213,M
2023,SE,FT,Data Scientist,218213,M
2024,SE,FT,Data Engineer,218185,M
2024,SE,FT,Data Scientist,218000,M
2024,SE,FT,Data Scientist,218000,M
2024,MI,FT,Data Scientist,218000,M
2023,SE,FT,Data Scientist,218000,M
2023,EX,FT,Data Science,218000,M
2023,SE,FT,Machine Learning Engineer,218000,M
2023,SE,FT,Data Scientist,218000,M
2023,SE,FT,Data Scientist,218000,M
2023,SE,FT,Data Scientist,218000,M
2022,SE,FT,Data Scientist,218000,M
2023,MI,FT,Machine Learning Software Engineer,217600,M
2024,SE,FT,Prompt Engineer,217508,M
2024,SE,FT,Data Engineer,217508,M
2023,MI,FT,Director of Data Science,217000,M
2023,SE,FT,Data Engineer,217000,M
2023,SE,FT,Data Engineer,217000,M
2024,SE,FT,Machine Learning Engineer,216800,M
2023,SE,FT,Data Scientist,216800,M
2024,SE,FT,Machine Learning Engineer,216700,M
2024,SE,FT,Machine Learning Engineer,216700,M
2024,SE,FT,Machine Learning Engineer,216700,M
2024,SE,FT,Machine Learning Engineer,216700,M
2023,SE,FT,Machine Learning Engineer,216600,M
2023,SE,FT,Analytics Engineer,216450,M
2024,MI,FT,Data Science Manager,216200,M
2022,SE,FT,Data Analyst,216200,M
2022,MI,FT,Data Analyst,216200,M
2023,SE,FT,Data Scientist,216100,M
2023,SE,FT,Data Engineer,216027,M
2024,SE,FT,Data Scientist,216000,M
2024,SE,FT,Data Scientist,216000,M
2024,SE,FT,Machine Learning Engineer,216000,M
2024,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Applied Scientist,216000,M
2023,SE,FT,Machine Learning Engineer,216000,M
2023,SE,FT,Machine Learning Engineer,216000,M
2023,SE,FT,Machine Learning Engineer,216000,M
2022,SE,FT,Data Engineer,216000,M
2022,SE,FT,Data Engineer,216000,M
2022,SE,FT,Data Engineer,216000,M
2022,SE,FT,Machine Learning Scientist,216000,M
2022,EX,FT,Data Engineer,216000,M
2023,EX,FT,AI Architect,215936,L
2023,EN,FT,AI Developer,215936,L
2023,SE,FT,Data Scientist,215625,M
2024,SE,FT,Machine Learning Engineer,215500,M
2024,MI,FT,Data Engineer,215500,M
2023,SE,FT,Analytics Engineer,215500,M
2022,SE,FT,Data Scientist,215300,L
2022,SE,FT,Data Scientist,215300,L
2023,SE,FT,Analytics Engineer,215050,M
2023,SE,FT,Data Scientist,215050,M
2024,MI,FT,Bear Robotics,215000,M
2024,SE,FT,Data Engineer,215000,M
2024,SE,FT,Data Scientist,215000,M
2024,SE,FT,Machine Learning Engineer,215000,M
2024,SE,FT,Data Engineer,215000,M
2024,MI,FT,Data Scientist,215000,M
2024,MI,FT,Data Scientist,215000,M
2024,MI,FT,Prompt Engineer,215000,M
2024,SE,FT,Machine Learning Engineer,215000,M
2024,EX,FT,Head of Data,215000,M
2024,SE,FT,Machine Learning Engineer,215000,M
2024,SE,FT,Data Scientist,215000,M
2024,SE,FT,Data Analytics Lead,215000,M
2024,SE,FT,Machine Learning Engineer,215000,M
2024,SE,FT,Data Scientist,215000,M
2024,SE,FT,Machine Learning Engineer,215000,M
2024,SE,FT,Machine Learning Engineer,215000,M
2024,EX,FT,Data Engineer,215000,M
2023,SE,FT,Machine Learning Engineer,215000,M
2023,SE,FT,Data Engineer,215000,M
2023,SE,FT,Data Scientist,215000,M
2023,SE,FT,Machine Learning Engineer,215000,M
2023,SE,FT,Machine Learning Engineer,215000,M
2023,SE,FT,Applied Scientist,215000,M
2023,SE,FT,Data Scientist,215000,M
2023,SE,FT,Data Architect,215000,M
2023,SE,FT,Data Engineer,215000,M
2023,SE,FT,Data Engineer,215000,M
2023,SE,FT,Data Engineer,215000,M
2023,SE,FT,Computer Vision Engineer,215000,M
2023,SE,FT,Research Scientist,215000,M
2022,SE,FT,Data Engineer,215000,M
2022,SE,FT,Data Scientist,215000,L
2022,SE,FT,Data Engineer,215000,M
2024,SE,FT,Data Scientist,214872,M
2023,SE,FT,Data Scientist,214872,M
2024,SE,FT,Data Scientist,214500,M
2023,SE,FT,Machine Learning Engineer,214500,M
2023,SE,FT,Data Engineer,214500,M
2023,SE,FT,Machine Learning Engineer,214500,M
2023,SE,FT,Machine Learning Engineer,214500,M
2023,SE,FT,Machine Learning Engineer,214500,M
2023,SE,FT,Machine Learning Engineer,214500,M
2023,SE,FT,Data Scientist,214500,M
2024,MI,FT,Data Engineer,214300,M
2024,SE,FT,Data Engineer,214300,M
2024,MI,FT,Data Engineer,214300,M
2023,MI,FT,Data Engineer,214300,M
2023,SE,FT,Analytics Engineer,214200,M
2023,SE,FT,Analytics Engineer,214200,M
2024,SE,FT,Research Scientist,214000,M
2023,SE,FT,Applied Scientist,214000,M
2023,SE,FT,Data Scientist,214000,M
2023,SE,FT,Analytics Engineer,214000,M
2023,SE,FT,Analytics Engineer,214000,M
2022,SE,FT,Machine Learning Engineer,214000,M
2024,MI,FT,Data Engineer,213900,M
2023,MI,FT,Machine Learning Engineer,213900,M
2023,SE,FT,Machine Learning Engineer,213800,M
2023,EN,FT,Applied Scientist,213660,L
2023,EN,FT,Applied Scientist,213660,L
2023,SE,FT,Data Scientist,213654,M
2023,SE,FT,Data Architect,213600,M
2023,SE,FT,Data Engineer,213600,M
2023,SE,FT,Analytics Engineer,213600,M
2024,SE,FT,Data Engineer,213580,M
2023,SE,FT,Data Engineer,213580,M
2024,SE,FT,Machine Learning Engineer,213500,M
2023,SE,FT,Data Scientist,213300,M
2023,SE,FT,Data Analyst,213210,M
2023,SE,FT,Data Architect,213120,M
2022,SE,FT,Data Architect,213120,M
2024,SE,FT,Data Scientist,213000,M
2024,SE,FT,Data Scientist,213000,M
2024,SE,FT,Data Scientist,213000,M
2022,SE,FT,Data Engineer,213000,M
2024,MI,FT,Research Scientist,212800,L
2024,SE,FT,Applied Scientist,212800,L
2024,MI,FT,Applied Scientist,212800,L
2024,SE,FT,Machine Learning Engineer,212800,M
2024,MI,FT,Data Scientist,212800,L
2024,MI,FT,Research Scientist,212800,L
2024,MI,FT,Data Scientist,212800,L
2024,MI,FT,Data Scientist,212800,L
2024,MI,FT,Research Scientist,212800,L
2024,MI,FT,Data Scientist,212800,L
2024,SE,FT,Machine Learning Engineer,212800,M
2024,MI,FT,Data Scientist,212800,L
2023,MI,FT,Research Scientist,212800,L
2023,SE,FT,Applied Scientist,212800,L
2023,MI,FT,Research Scientist,212800,L
2023,SE,FT,Research Scientist,212800,L
2023,SE,FT,Data Scientist,212800,L
2023,SE,FT,Research Scientist,212800,L
2023,SE,FT,Machine Learning Engineer,212800,L
2023,SE,FT,Data Scientist,212800,L
2023,SE,FT,Data Scientist,212800,M
2023,SE,FT,Applied Scientist,212800,L
2023,SE,FT,Data Scientist,212800,L
2023,SE,FT,Machine Learning Engineer,212800,M
2023,SE,FT,Research Scientist,212800,L
2023,SE,FT,Data Scientist,212800,L
2023,SE,FT,Machine Learning Engineer,212800,M
2022,SE,FT,Applied Scientist,212800,M
2024,SE,FT,Data Scientist,212780,M
2023,SE,FT,Data Scientist,212780,M
2024,SE,FT,Data Engineer,212750,M
2023,SE,FT,Data Scientist,212750,M
2024,SE,FT,Machine Learning Engineer,212500,M
2024,EX,FT,Data Engineer,212500,M
2023,SE,FT,Machine Learning Engineer,212500,M
2023,SE,FT,Machine Learning Engineer,212200,M
2023,SE,FT,Data Engineer,212175,M
2024,MI,FT,AI Engineer,212000,M
2024,MI,FT,Data Scientist,212000,M
2024,SE,FT,Data Scientist,212000,M
2024,SE,PT,Data Architect,212000,M
2024,SE,FT,Data Engineer,212000,M
2024,SE,FT,AI Engineer,212000,M
2024,MI,FT,Data Scientist,212000,M
2024,SE,FT,AI Engineer,212000,M
2024,SE,FT,Data Scientist,212000,M
2024,SE,FT,Data Scientist,212000,M
2024,SE,FT,Research Analyst,212000,M
2024,MI,FT,Data Scientist,212000,M
2024,SE,FT,Machine Learning Engineer,212000,M
2024,SE,FT,Data Architect,212000,M
2024,MI,FT,Data Scientist,212000,M
2024,SE,FT,AI Engineer,212000,M
2024,MI,FT,AI Product Manager,212000,M
2024,SE,FT,Data Engineer,212000,M
2024,SE,FT,Data Scientist,212000,M
2024,MI,FT,Data Scientist,212000,M
2024,MI,FT,Data Scientist,212000,M
2024,SE,FT,Data Scientist,212000,M
2024,SE,FT,ML Engineer,212000,M
2024,SE,FT,AI Engineer,212000,M
2024,MI,FT,Data Scientist,212000,M
2024,EX,FT,Data Science Director,212000,M
2024,SE,FT,Data Scientist,212000,M
2024,SE,FT,ML Engineer,212000,M
2024,SE,FT,Data Scientist,212000,M
2024,SE,FT,Machine Learning Engineer,212000,M
2023,MI,FT,Data Scientist,212000,M
2023,MI,FT,Machine Learning Engineer,212000,M
2023,SE,FT,Data Scientist,212000,M
2023,SE,FT,Machine Learning Engineer,212000,M
2023,MI,FT,Data Scientist,212000,M
2023,SE,FT,Data Scientist,212000,M
2023,SE,FT,Data Scientist,212000,M
2023,SE,FT,Data Scientist,212000,M
2023,SE,FT,Machine Learning Researcher,212000,M
2023,SE,FT,AI Engineer,212000,M
2023,SE,FT,Data Scientist,212000,M
2023,EX,FT,Data Science Director,212000,M
2023,SE,FT,Machine Learning Engineer,212000,M
2023,SE,FT,Data Scientist,212000,M
2023,SE,FT,Data Scientist,212000,M
2023,SE,FT,Machine Learning Engineer,212000,M
2023,EX,FT,Data Science Director,212000,M
2023,SE,FT,Machine Learning Engineer,212000,M
2023,MI,FT,Data Scientist,212000,M
2023,MI,FT,Data Scientist,212000,M
2023,SE,FT,Data Scientist,212000,M
2023,SE,FT,Data Scientist,212000,M
2023,SE,FT,Machine Learning Engineer,212000,M
2023,SE,FT,Data Engineer,212000,M
2023,SE,FT,Data Analyst,212000,M
2023,SE,FT,Machine Learning Engineer,211949,M
2024,SE,FT,Research Scientist,211900,M
2024,SE,FT,ML Engineer,211888,M
2024,SE,FT,Data Engineer,211511,M
2022,SE,FT,Data Scientist,211500,M
2023,SE,FT,Research Engineer,211200,M
2023,SE,FT,Data Scientist,211000,M
2023,SE,FT,Data Scientist,211000,M
2023,SE,FT,Data Scientist,211000,M
2023,SE,FT,Data Science Manager,211000,M
2023,EX,FT,Data Engineer,210914,M
2023,EX,FT,Data Engineer,210914,M
2024,SE,FT,Data Science,210850,M
2024,SE,FT,Data Scientist,210788,M
2023,SE,FT,Machine Learning Engineer,210600,M
2023,EX,FT,Data Engineer,210600,M
2024,MI,FT,Data Product Manager,210554,M
2023,SE,FT,Data Scientist,210550,M
2023,MI,FT,Data Engineer,210500,M
2023,MI,FT,Data Scientist,210400,M
2023,SE,FT,Machine Learning Scientist,210398,M
2023,SE,FT,Machine Learning Engineer,210200,M
2024,SE,FT,Machine Learning Engineer,210100,M
2024,SE,FT,Machine Learning Engineer,210100,M
2024,MI,FT,Data Engineer,210100,M
2024,MI,FT,Data Engineer,210100,M
2024,MI,FT,Machine Learning Engineer,210100,M
2024,MI,FT,Machine Learning Engineer,210100,M
2024,MI,FT,Machine Learning Engineer,210100,M
2024,MI,FT,Machine Learning Engineer,210100,M
2024,MI,FT,Data Engineer,210100,M
2024,MI,FT,Data Engineer,210100,M
2024,MI,FT,Machine Learning Engineer,210100,M
2024,MI,FT,Machine Learning Engineer,210100,M
2024,MI,FT,Machine Learning Engineer,210100,M
2024,MI,FT,Machine Learning Engineer,210100,M
2023,SE,FT,Data Architect,210100,M
2024,SE,FT,Data Science,210000,M
2024,MI,FT,Applied Scientist,210000,M
2024,MI,FT,Applied Scientist,210000,M
2024,SE,FT,Data Engineer,210000,M
2024,EN,FT,Research Scientist,210000,M
2024,MI,FT,Applied Scientist,210000,M
2024,MI,FT,Applied Scientist,210000,M
2024,SE,FT,Data Scientist,210000,M
2024,SE,FT,MLOps Engineer,210000,M
2024,SE,FT,Data Engineer,210000,M
2024,MI,FT,AI Engineer,210000,M
2024,SE,FT,Data Architect,210000,M
2024,SE,FT,Data Science Engineer,210000,M
2024,EX,FT,Head of Data,210000,M
2024,SE,FT,Data Scientist,210000,M
2024,SE,FT,AI Engineer,210000,M
2024,SE,FT,Machine Learning Engineer,210000,M
2024,MI,FT,Data Engineer,210000,M
2024,SE,FT,Machine Learning Engineer,210000,M
2024,EX,FT,Data Architect,210000,M
2024,EX,FT,Data Engineer,210000,M
2024,SE,FT,Research Scientist,210000,M
2024,MI,FT,Machine Learning Researcher,210000,M
2024,SE,FT,Research Scientist,210000,M
2024,SE,FT,Machine Learning Engineer,210000,M
2024,SE,FT,Applied Scientist,210000,M
2024,SE,FT,AI Engineer,210000,M
2024,MI,FT,Research Scientist,210000,M
2024,SE,FT,Data Science,210000,M
2024,SE,FT,Research Analyst,210000,M
2024,MI,FT,Data Engineer,210000,M
2024,SE,FT,Data Engineer,210000,M
2024,SE,FT,Machine Learning Scientist,210000,M
2024,SE,FT,Machine Learning Engineer,210000,M
2024,SE,FT,Data Engineer,210000,M
2024,MI,FT,Data Engineer,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Engineer,210000,M
2023,MI,FT,Research Scientist,210000,M
2023,SE,FT,Research Analyst,210000,M
2023,SE,FT,Data Analyst,210000,M
2023,SE,FT,Data Analyst,210000,M
2023,EX,FT,Data Engineer,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Machine Learning Engineer,210000,M
2023,SE,FT,Research Scientist,210000,M
2023,EX,FT,Analytics Engineer,210000,M
2023,SE,FT,Data Engineer,210000,M
2023,SE,FT,Data Architect,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Engineer,210000,M
2023,SE,FT,Data Architect,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Engineer,210000,M
2023,SE,FT,Data Engineer,210000,M
2023,MI,FT,Machine Learning Researcher,210000,S
2023,SE,FT,Research Engineer,210000,M
2023,SE,FT,Research Scientist,210000,M
2023,SE,FT,Data Engineer,210000,M
2023,SE,FT,Data Engineer,210000,M
2023,SE,FT,Research Scientist,210000,M
2023,SE,FT,Software Data Engineer,210000,L
2023,SE,FT,Machine Learning Engineer,210000,M
2023,SE,FT,Business Intelligence Engineer,210000,M
2023,SE,FT,Analytics Engineer,210000,M
2023,SE,FT,Machine Learning Engineer,210000,M
2023,SE,FT,Machine Learning Engineer,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,NLP Engineer,210000,M
2023,SE,FT,Computer Vision Engineer,210000,M
2023,SE,FT,Data Architect,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Computer Vision Engineer,210000,M
2023,SE,FT,Computer Vision Engineer,210000,M
2023,SE,FT,Research Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,MI,FT,Research Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Data Engineer,210000,M
2023,EX,FT,Data Engineer,210000,M
2023,SE,FT,Research Scientist,210000,M
2023,SE,FT,Data Scientist,210000,M
2023,SE,FT,Research Scientist,210000,M
2022,SE,FT,Machine Learning Engineer,210000,M
2022,SE,FT,Data Scientist,210000,M
2022,SE,FT,Machine Learning Engineer,210000,M
2022,SE,FT,Data Engineer,210000,M
2022,SE,FT,Research Scientist,210000,M
2022,SE,FT,Data Architect,210000,M
2022,SE,FT,Machine Learning Engineer,210000,M
2022,EX,FT,Analytics Engineer,210000,M
2022,SE,FT,Machine Learning Engineer,210000,M
2022,SE,FT,Machine Learning Engineer,210000,M
2022,SE,FT,Data Engineer,210000,M
2022,SE,FT,Data Engineer,210000,M
2022,SE,FT,Data Scientist,210000,M
2022,SE,FT,Data Scientist,210000,M
2022,SE,FT,Data Scientist,210000,M
2022,SE,FT,Data Scientist,210000,M
2022,SE,FT,Data Engineer,210000,M
2024,SE,FT,Analytics Engineer,209990,M
2024,SE,FT,Data Engineer,209943,M
2024,EX,FT,Data Science,209700,M
2024,SE,FT,ML Engineer,209700,M
2024,EX,FT,Machine Learning Engineer,209700,M
2024,EX,FT,Data Science,209700,M
2024,EX,FT,Research Analyst,209500,M
2023,SE,FT,Data Scientist,209450,M
2023,SE,FT,Data Scientist,209450,M
2023,SE,FT,Data Scientist,209450,M
2024,SE,FT,Data Engineer,209362,M
2024,EX,FT,Data Engineer,209309,M
2024,SE,FT,Data Engineer,209300,M
2023,MI,FT,Data Scientist,209300,M
2023,SE,FT,Data Scientist,209300,M
2022,SE,FT,Data Engineer,209100,L
2022,SE,FT,Data Engineer,209100,L
2024,SE,FT,Data Analyst,209000,M
2024,SE,FT,Data Scientist,209000,M
2024,SE,FT,Data Scientist,209000,M
2024,SE,FT,Applied Scientist,209000,M
2024,MI,FT,Data Engineer,209000,M
2023,SE,FT,Analytics Engineer,209000,M
2023,SE,FT,Data Engineer,209000,M
2023,SE,FT,Data Engineer,209000,M
2024,MI,FT,Data Manager,208800,M
2022,SE,FT,Data Architect,208775,M
2024,SE,FT,Data Scientist,208500,M
2024,SE,FT,Machine Learning Engineer,208500,M
2024,SE,FT,Data Scientist,208500,M
2024,SE,FT,Data Scientist,208500,M
2023,SE,FT,Data Scientist,208500,M
2023,SE,FT,Data Scientist,208500,M
2023,SE,FT,Data Scientist,208500,M
2023,SE,FT,Analytics Engineer,208500,M
2023,SE,FT,Machine Learning Engineer,208450,M
2023,SE,FT,Machine Learning Engineer,208450,M
2023,SE,FT,Machine Learning Engineer,208450,M
2023,SE,FT,ML Engineer,208450,M
2023,SE,FT,Data Analyst,208450,M
2023,SE,FT,Data Analyst,208450,M
2023,SE,FT,Data Scientist,208400,M
2024,MI,FT,Machine Learning Engineer,208200,M
2024,MI,FT,Machine Learning Engineer,208200,M
2023,SE,FT,Data Engineer,208200,M
2024,EX,FT,Data Engineer,208122,M
2023,SE,FT,Data Analyst,208049,M
2024,SE,FT,Data Scientist,208000,M
2024,SE,FT,Machine Learning Engineer,208000,M
2024,SE,FT,AI Architect,208000,M
2024,SE,FT,Machine Learning Engineer,208000,M
2024,SE,FT,Data Engineer,208000,M
2023,SE,FT,Machine Learning Engineer,208000,M
2023,SE,FT,Data Scientist,208000,M
2023,SE,FT,Machine Learning Engineer,208000,M
2023,SE,FT,Data Engineer,208000,M
2023,SE,FT,Data Engineer,208000,M
2023,SE,FT,Data Engineer,208000,M
2023,SE,FT,Data Engineer,208000,M
2022,SE,FT,Data Scientist,208000,M
2024,SE,FT,Machine Learning Engineer,207900,M
2023,SE,FT,Data Science,207900,M
2023,SE,FT,Data Scientist,207900,M
2024,SE,FT,Data Scientist,207760,M
2023,SE,FT,Machine Learning Engineer,207700,M
2023,SE,FT,Machine Learning Engineer,207700,M
2023,SE,FT,Machine Learning Engineer,207611,M
2023,SE,FT,Data Analyst,207611,M
2023,SE,FT,Analytics Engineer,207611,M
2024,MI,FT,Business Intelligence,207600,M
2023,SE,FT,Data Scientist,207500,M
2023,MI,FT,Machine Learning Engineer,207500,M
2023,MI,FT,Machine Learning Engineer,207500,M
2023,SE,FT,Data Scientist,207345,M
2024,SE,FT,Data Analyst,207300,M
2024,SE,FT,Data Engineer,207300,M
2024,SE,FT,Data Analyst,207300,M
2024,SE,FT,Data Analyst,207300,M
2023,SE,FT,Data Analyst,207300,M
2024,SE,FT,Machine Learning Engineer,207000,M
2024,MI,FT,Data Scientist,207000,M
2024,MI,FT,Robotics Software Engineer,207000,M
2024,SE,FT,Data Scientist,207000,M
2024,MI,FT,Business Intelligence Manager,207000,M
2024,EX,FT,Head of Data,207000,M
2023,SE,FT,Data Scientist,207000,M
2023,EX,FT,Data Engineer,207000,M
2023,SE,FT,Analytics Engineer,207000,M
2022,SE,FT,Data Scientist,207000,M
2022,SE,FT,Data Scientist,207000,M
2024,SE,FT,Research Scientist,206800,M
2022,SE,FT,Data Engineer,206699,M
2022,MI,FT,Data Engineer,206699,M
2024,SE,FT,Data Operations Specialist,206500,M
2023,SE,FT,Data Analyst,206500,M
2024,SE,FT,Machine Learning Engineer,206000,M
2024,SE,FT,Data Science,206000,M
2024,SE,FT,Data Scientist,206000,M
2024,SE,FT,Machine Learning Engineer,206000,M
2024,SE,FT,Data Scientist,206000,M
2024,SE,FT,Data Engineer,206000,M
2024,MI,FT,Data Engineer,206000,M
2024,SE,FT,Data Scientist,206000,M
2024,SE,FT,Data Scientist,206000,M
2024,MI,FT,Business Intelligence Engineer,206000,M
2024,SE,FT,Data Scientist,206000,M
2023,SE,FT,Machine Learning Engineer,206000,M
2023,SE,FT,Data Architect,206000,M
2023,SE,FT,Data Architect,206000,M
2023,SE,FT,Data Architect,206000,M
2023,SE,FT,Data Architect,206000,M
2023,SE,FT,Data Engineer,206000,M
2023,SE,FT,Data Scientist,206000,M
2023,SE,FT,Data Scientist,206000,M
2023,SE,FT,Data Analyst,206000,M
2023,SE,FT,ML Engineer,206000,M
2023,SE,FT,Data Engineer,206000,M
2023,SE,FT,Data Scientist,206000,M
2023,MI,FT,Data Analyst,206000,M
2023,MI,FT,Data Analyst,206000,M
2022,MI,FT,Data Analyst,206000,M
2022,MI,FT,Data Analyst,206000,M
2022,SE,FT,Data Science Manager,206000,M
2023,MI,FT,Machine Learning Infrastructure Engineer,205920,M
2023,SE,FT,Machine Learning Infrastructure Engineer,205920,M
2023,EX,FT,Data Engineer,205785,M
2023,SE,FT,Data Engineer,205700,M
2023,SE,FT,Data Scientist,205670,M
2023,SE,FT,Research Scientist,205640,M
2024,MI,FT,Data Engineer,205600,L
2024,MI,FT,Data Engineer,205600,L
2023,MI,FT,Data Engineer,205600,L
2023,SE,FT,Machine Learning Engineer,205600,M
2023,SE,FT,Data Engineer,205600,L
2023,SE,FT,Data Engineer,205600,L
2023,SE,FT,Data Engineer,205600,L
2023,SE,FT,Data Engineer,205600,L
2023,SE,FT,Data Engineer,205600,M
2023,SE,FT,Data Engineer,205600,L
2023,SE,FT,Data Engineer,205600,L
2023,SE,FT,Data Engineer,205600,M
2023,SE,FT,Data Engineer,205600,L
2022,SE,FT,Data Engineer,205600,L
2024,SE,FT,Research Scientist,205500,M
2024,SE,FT,Data Engineer,205500,M
2024,MI,FT,Analytics Engineer,205500,M
2024,SE,FT,Research Scientist,205500,M
2023,SE,FT,Data Scientist,205500,M
2023,SE,FT,Research Scientist,205500,M
2023,SE,FT,Data Engineer,205500,M
2023,SE,FT,Data Scientist,205500,M
